_raw,_time,host,source,sourcetype,index,,
"{""device"": ""AP14-18.site1"", ""kpi"": ""rf_retryRate_2.4GHz"", ""site"": ""RAW_site1"", ""value"": 188.36}",2019-01-17T06:21:51.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP14-18.site1"", ""kpi"": ""rf_retryRate_5GHz"", ""site"": ""RAW_site1"", ""value"": 165.48}",2019-01-17T06:21:51.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP08-10.site1"", ""kpi"": ""rf_retryRate_2.4GHz"", ""site"": ""RAW_site1"", ""value"": 194.31}",2019-01-17T06:21:50.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP08-10.site1"", ""kpi"": ""rf_retryRate_5GHz"", ""site"": ""RAW_site1"", ""value"": 79.34}",2019-01-17T06:21:50.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP09-10.site1"", ""kpi"": ""rf_retryRate_5GHz"", ""site"": ""RAW_site1"", ""value"": 170.85}",2019-01-17T06:21:49.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP14-18.site1"", ""kpi"": ""ethThroughputWLC_TX"", ""site"": ""RAW_site1"", ""value"": 0.0}",2019-01-17T06:21:49.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP03-11.site1"", ""kpi"": ""cpuUtilization"", ""site"": ""RAW_site1"", ""value"": 0.0}",2019-01-17T06:21:49.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP15-13.site1"", ""kpi"": ""rf_channelUtilization_2.4GHz"", ""site"": ""RAW_site1"", ""value"": 10.98}",2019-01-17T06:21:49.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP02-10.site1"", ""kpi"": ""rf_retryRate_5GHz"", ""site"": ""RAW_site1"", ""value"": 170.29}",2019-01-17T06:21:49.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP03-11.site1"", ""kpi"": ""rf_retryRate_5GHz"", ""site"": ""RAW_site1"", ""value"": 164.62}",2019-01-17T06:21:48.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP01-13.site1"", ""kpi"": ""rf_retryRate_2.4GHz"", ""site"": ""RAW_site1"", ""value"": 181.9}",2019-01-17T06:21:48.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP01-13.site1"", ""kpi"": ""rf_retryRate_5GHz"", ""site"": ""RAW_site1"", ""value"": 185.6}",2019-01-17T06:21:48.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP15-13.site1"", ""kpi"": ""rf_retryRate_5GHz"", ""site"": ""RAW_site1"", ""value"": 187.98}",2019-01-17T06:21:48.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP09-17.site1"", ""kpi"": ""rf_retryRate_2.4GHz"", ""site"": ""RAW_site1"", ""value"": 184.95}",2019-01-17T06:21:48.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP09-17.site1"", ""kpi"": ""rf_retryRate_5GHz"", ""site"": ""RAW_site1"", ""value"": 162.35}",2019-01-17T06:21:48.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP13-16.site1"", ""kpi"": ""rf_retryRate_2.4GHz"", ""site"": ""RAW_site1"", ""value"": 194.65}",2019-01-17T06:21:48.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP13-16.site1"", ""kpi"": ""rf_retryRate_5GHz"", ""site"": ""RAW_site1"", ""value"": 180.0}",2019-01-17T06:21:48.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP02-08.site1"", ""kpi"": ""rf_retryRate_2.4GHz"", ""site"": ""RAW_site1"", ""value"": 177.78}",2019-01-17T06:21:48.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP02-08.site1"", ""kpi"": ""rf_retryRate_5GHz"", ""site"": ""RAW_site1"", ""value"": 158.59}",2019-01-17T06:21:48.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP09-14.site1"", ""kpi"": ""rf_retryRate_5GHz"", ""site"": ""RAW_site1"", ""value"": 179.52}",2019-01-17T06:21:48.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP14-09.site1"", ""kpi"": ""rf_retryRate_5GHz"", ""site"": ""RAW_site1"", ""value"": 171.64}",2019-01-17T06:21:47.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP09-17.site1"", ""kpi"": ""ethThroughputWLC_TX"", ""site"": ""RAW_site1"", ""value"": 0.0}",2019-01-17T06:21:47.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP05-08.site1"", ""kpi"": ""rf_retryRate_2.4GHz"", ""site"": ""RAW_site1"", ""value"": 161.84}",2019-01-17T06:21:47.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP05-08.site1"", ""kpi"": ""rf_retryRate_5GHz"", ""site"": ""RAW_site1"", ""value"": 169.3}",2019-01-17T06:21:47.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP14-10.site1"", ""kpi"": ""rf_retryRate_2.4GHz"", ""site"": ""RAW_site1"", ""value"": 194.16}",2019-01-17T06:21:47.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP14-10.site1"", ""kpi"": ""rf_retryRate_5GHz"", ""site"": ""RAW_site1"", ""value"": 728.13}",2019-01-17T06:21:47.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP13-18.site1"", ""kpi"": ""rf_retryRate_5GHz"", ""site"": ""RAW_site1"", ""value"": 68.66}",2019-01-17T06:21:47.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP13-18.site1"", ""kpi"": ""ethThroughputWLC_TX"", ""site"": ""RAW_site1"", ""value"": 0.0}",2019-01-17T06:21:47.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP13-18.site1"", ""kpi"": ""ethThroughputWLC_RX"", ""site"": ""RAW_site1"", ""value"": 0.0}",2019-01-17T06:21:46.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP03-08.site1"", ""kpi"": ""rf_retryRate_2.4GHz"", ""site"": ""RAW_site1"", ""value"": 185.19}",2019-01-17T06:21:46.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP03-08.site1"", ""kpi"": ""rf_retryRate_5GHz"", ""site"": ""RAW_site1"", ""value"": 115.73}",2019-01-17T06:21:46.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP01-14.site1"", ""kpi"": ""rf_retryRate_5GHz"", ""site"": ""RAW_site1"", ""value"": 167.03}",2019-01-17T06:21:46.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP03-13.site1"", ""kpi"": ""rf_retryRate_5GHz"", ""site"": ""RAW_site1"", ""value"": 169.21}",2019-01-17T06:21:46.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP05-19.site1"", ""kpi"": ""rf_retryRate_2.4GHz"", ""site"": ""RAW_site1"", ""value"": 0.0}",2019-01-17T06:21:45.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP05-19.site1"", ""kpi"": ""rf_retryRate_5GHz"", ""site"": ""RAW_site1"", ""value"": 135.18}",2019-01-17T06:21:45.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP05-19.site1"", ""kpi"": ""ethThroughputWLC_TX"", ""site"": ""RAW_site1"", ""value"": 0.0}",2019-01-17T06:21:45.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP02-11.site1"", ""kpi"": ""cpuUtilization"", ""site"": ""RAW_site1"", ""value"": 0.0}",2019-01-17T06:21:45.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP15-18.site1"", ""kpi"": ""rf_retryRate_5GHz"", ""site"": ""RAW_site1"", ""value"": 87.74}",2019-01-17T06:21:45.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP02-11.site1"", ""kpi"": ""rf_retryRate_2.4GHz"", ""site"": ""RAW_site1"", ""value"": 196.13}",2019-01-17T06:21:45.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP02-11.site1"", ""kpi"": ""rf_retryRate_5GHz"", ""site"": ""RAW_site1"", ""value"": 180.29}",2019-01-17T06:21:45.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP01-08.site1"", ""kpi"": ""rf_retryRate_5GHz"", ""site"": ""RAW_site1"", ""value"": 33.33}",2019-01-17T06:21:45.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP05-13.site1"", ""kpi"": ""rf_retryRate_2.4GHz"", ""site"": ""RAW_site1"", ""value"": 174.76}",2019-01-17T06:21:45.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP05-13.site1"", ""kpi"": ""rf_retryRate_5GHz"", ""site"": ""RAW_site1"", ""value"": 167.81}",2019-01-17T06:21:44.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP01-10.site1"", ""kpi"": ""rf_retryRate_5GHz"", ""site"": ""RAW_site1"", ""value"": 182.43}",2019-01-17T06:21:44.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP02-16.site1"", ""kpi"": ""rf_retryRate_2.4GHz"", ""site"": ""RAW_site1"", ""value"": 183.61}",2019-01-17T06:21:44.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP02-16.site1"", ""kpi"": ""rf_retryRate_5GHz"", ""site"": ""RAW_site1"", ""value"": 175.46}",2019-01-17T06:21:44.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP09-09.site1"", ""kpi"": ""rf_retryRate_5GHz"", ""site"": ""RAW_site1"", ""value"": 171.64}",2019-01-17T06:21:44.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP14-12.site1"", ""kpi"": ""rf_retryRate_2.4GHz"", ""site"": ""RAW_site1"", ""value"": 159.4}",2019-01-17T06:21:44.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP14-12.site1"", ""kpi"": ""rf_retryRate_5GHz"", ""site"": ""RAW_site1"", ""value"": 135.52}",2019-01-17T06:21:44.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP06-15.site1"", ""kpi"": ""rf_retryRate_5GHz"", ""site"": ""RAW_site1"", ""value"": 182.49}",2019-01-17T06:21:43.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP09-18.site1"", ""kpi"": ""rf_retryRate_5GHz"", ""site"": ""RAW_site1"", ""value"": 174.11}",2019-01-17T06:21:43.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP16-11.site1"", ""kpi"": ""rf_retryRate_2.4GHz"", ""site"": ""RAW_site1"", ""value"": 192.21}",2019-01-17T06:21:43.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP16-11.site1"", ""kpi"": ""rf_retryRate_5GHz"", ""site"": ""RAW_site1"", ""value"": 140.88}",2019-01-17T06:21:43.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP09-11.site1"", ""kpi"": ""rf_retryRate_2.4GHz"", ""site"": ""RAW_site1"", ""value"": 192.29}",2019-01-17T06:21:43.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP09-11.site1"", ""kpi"": ""rf_retryRate_5GHz"", ""site"": ""RAW_site1"", ""value"": 183.51}",2019-01-17T06:21:43.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP14-13.site1"", ""kpi"": ""rf_retryRate_2.4GHz"", ""site"": ""RAW_site1"", ""value"": 192.16}",2019-01-17T06:21:43.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP14-13.site1"", ""kpi"": ""rf_retryRate_5GHz"", ""site"": ""RAW_site1"", ""value"": 86.14}",2019-01-17T06:21:43.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP10-15.site1"", ""kpi"": ""rf_retryRate_2.4GHz"", ""site"": ""RAW_site1"", ""value"": 55.56}",2019-01-17T06:21:42.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP10-15.site1"", ""kpi"": ""rf_retryRate_5GHz"", ""site"": ""RAW_site1"", ""value"": 159.89}",2019-01-17T06:21:42.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP02-19.site1"", ""kpi"": ""rf_channelUtilization_2.4GHz"", ""site"": ""RAW_site1"", ""value"": 7.84}",2019-01-17T06:21:42.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP16-17.site1"", ""kpi"": ""rf_retryRate_2.4GHz"", ""site"": ""RAW_site1"", ""value"": 182.44}",2019-01-17T06:21:42.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP16-17.site1"", ""kpi"": ""rf_retryRate_5GHz"", ""site"": ""RAW_site1"", ""value"": 177.76}",2019-01-17T06:21:41.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP11-13.site1"", ""kpi"": ""rf_retryRate_2.4GHz"", ""site"": ""RAW_site1"", ""value"": 109.68}",2019-01-17T06:21:41.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP14-11.site1"", ""kpi"": ""rf_retryRate_2.4GHz"", ""site"": ""RAW_site1"", ""value"": 193.31}",2019-01-17T06:21:41.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP14-16.site1"", ""kpi"": ""rf_retryRate_2.4GHz"", ""site"": ""RAW_site1"", ""value"": 168.5}",2019-01-17T06:21:41.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP14-11.site1"", ""kpi"": ""rf_retryRate_5GHz"", ""site"": ""RAW_site1"", ""value"": 186.74}",2019-01-17T06:21:41.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP14-16.site1"", ""kpi"": ""rf_retryRate_5GHz"", ""site"": ""RAW_site1"", ""value"": 86.19}",2019-01-17T06:21:41.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP12-11.site1"", ""kpi"": ""rf_retryRate_2.4GHz"", ""site"": ""RAW_site1"", ""value"": 188.82}",2019-01-17T06:21:40.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP11-13.site1"", ""kpi"": ""rf_retryRate_5GHz"", ""site"": ""RAW_site1"", ""value"": 173.21}",2019-01-17T06:21:40.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP12-11.site1"", ""kpi"": ""rf_retryRate_5GHz"", ""site"": ""RAW_site1"", ""value"": 177.01}",2019-01-17T06:21:40.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP15-19.site1"", ""kpi"": ""rf_retryRate_2.4GHz"", ""site"": ""RAW_site1"", ""value"": 185.6}",2019-01-17T06:21:40.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP15-19.site1"", ""kpi"": ""rf_retryRate_5GHz"", ""site"": ""RAW_site1"", ""value"": 46.99}",2019-01-17T06:21:39.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP13-11.site1"", ""kpi"": ""rf_retryRate_2.4GHz"", ""site"": ""RAW_site1"", ""value"": 186.28}",2019-01-17T06:21:39.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP13-11.site1"", ""kpi"": ""rf_retryRate_5GHz"", ""site"": ""RAW_site1"", ""value"": 180.18}",2019-01-17T06:21:39.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP02-19.site1"", ""kpi"": ""rf_retryRate_5GHz"", ""site"": ""RAW_site1"", ""value"": 148.78}",2019-01-17T06:21:39.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP13-11.site1"", ""kpi"": ""ethThroughputWLC_TX"", ""site"": ""RAW_site1"", ""value"": 0.0}",2019-01-17T06:21:39.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP13-11.site1"", ""kpi"": ""ethThroughputWLC_RX"", ""site"": ""RAW_site1"", ""value"": 0.0}",2019-01-17T06:21:39.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP02-19.site1"", ""kpi"": ""ethThroughputWLC_TX"", ""site"": ""RAW_site1"", ""value"": 0.0}",2019-01-17T06:21:39.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP10-18.site1"", ""kpi"": ""rf_retryRate_5GHz"", ""site"": ""RAW_site1"", ""value"": 129.47}",2019-01-17T06:21:39.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP08-19.site1"", ""kpi"": ""rf_retryRate_2.4GHz"", ""site"": ""RAW_site1"", ""value"": 188.31}",2019-01-17T06:21:39.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP08-19.site1"", ""kpi"": ""rf_retryRate_5GHz"", ""site"": ""RAW_site1"", ""value"": 190.3}",2019-01-17T06:21:38.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP08-17.site1"", ""kpi"": ""rf_retryRate_5GHz"", ""site"": ""RAW_site1"", ""value"": 186.26}",2019-01-17T06:21:38.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP01-16.site1"", ""kpi"": ""rf_retryRate_2.4GHz"", ""site"": ""RAW_site1"", ""value"": 183.78}",2019-01-17T06:21:38.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP01-16.site1"", ""kpi"": ""rf_retryRate_5GHz"", ""site"": ""RAW_site1"", ""value"": 138.78}",2019-01-17T06:21:38.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP12-18.site1"", ""kpi"": ""rf_retryRate_2.4GHz"", ""site"": ""RAW_site1"", ""value"": 193.23}",2019-01-17T06:21:38.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP12-18.site1"", ""kpi"": ""rf_retryRate_5GHz"", ""site"": ""RAW_site1"", ""value"": 158.65}",2019-01-17T06:21:38.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP06-11.site1"", ""kpi"": ""rf_retryRate_5GHz"", ""site"": ""RAW_site1"", ""value"": 182.11}",2019-01-17T06:21:38.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP05-11.site1"", ""kpi"": ""rf_retryRate_5GHz"", ""site"": ""RAW_site1"", ""value"": 179.75}",2019-01-17T06:21:38.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP08-16.site1"", ""kpi"": ""rf_retryRate_2.4GHz"", ""site"": ""RAW_site1"", ""value"": 192.34}",2019-01-17T06:21:38.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP08-16.site1"", ""kpi"": ""rf_retryRate_5GHz"", ""site"": ""RAW_site1"", ""value"": 164.66}",2019-01-17T06:21:38.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP05-18.site1"", ""kpi"": ""rf_retryRate_5GHz"", ""site"": ""RAW_site1"", ""value"": 174.77}",2019-01-17T06:21:38.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP17-18.site1"", ""kpi"": ""rf_retryRate_5GHz"", ""site"": ""RAW_site1"", ""value"": 166.42}",2019-01-17T06:21:38.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP20-08.site1"", ""kpi"": ""rf_retryRate_5GHz"", ""site"": ""RAW_site1"", ""value"": 2.58}",2019-01-17T06:21:38.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP02-09.site1"", ""kpi"": ""rf_retryRate_5GHz"", ""site"": ""RAW_site1"", ""value"": 155.45}",2019-01-17T06:21:38.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP06-14.site1"", ""kpi"": ""rf_retryRate_5GHz"", ""site"": ""RAW_site1"", ""value"": 73.98}",2019-01-17T06:21:38.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP11-14.site1"", ""kpi"": ""rf_retryRate_2.4GHz"", ""site"": ""RAW_site1"", ""value"": 177.24}",2019-01-17T06:21:38.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP11-14.site1"", ""kpi"": ""rf_retryRate_5GHz"", ""site"": ""RAW_site1"", ""value"": 126.11}",2019-01-17T06:21:38.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP16-15.site1"", ""kpi"": ""rf_retryRate_2.4GHz"", ""site"": ""RAW_site1"", ""value"": 187.28}",2019-01-17T06:21:38.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP16-15.site1"", ""kpi"": ""rf_retryRate_5GHz"", ""site"": ""RAW_site1"", ""value"": 146.25}",2019-01-17T06:21:37.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP19-08.site1"", ""kpi"": ""rf_retryRate_5GHz"", ""site"": ""RAW_site1"", ""value"": 141.56}",2019-01-17T06:21:37.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP17-09.site1"", ""kpi"": ""rf_retryRate_5GHz"", ""site"": ""RAW_site1"", ""value"": 68.8}",2019-01-17T06:21:37.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP16-15.site1"", ""kpi"": ""ethThroughputWLC_TX"", ""site"": ""RAW_site1"", ""value"": 0.0}",2019-01-17T06:21:37.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP17-09.site1"", ""kpi"": ""clientCount_5GHz:RAW Guest"", ""site"": ""RAW_site1"", ""value"": 1}",2019-01-17T06:21:36.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP17-09.site1"", ""kpi"": ""clientCount:RAW Guest"", ""site"": ""RAW_site1"", ""value"": 1}",2019-01-17T06:21:36.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP17-09.site1"", ""kpi"": ""clientCount"", ""site"": ""RAW_site1"", ""value"": 1}",2019-01-17T06:21:36.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP17-09.site1"", ""kpi"": ""clientCount_5GHz"", ""site"": ""RAW_site1"", ""value"": 1}",2019-01-17T06:21:36.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP06-01.site1"", ""kpi"": ""rf_retryRate_2.4GHz"", ""site"": ""RAW_site1"", ""value"": 160.88}",2019-01-17T06:21:36.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP06-01.site1"", ""kpi"": ""rf_retryRate_5GHz"", ""site"": ""RAW_site1"", ""value"": 124.94}",2019-01-17T06:21:35.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP04-15.site1"", ""kpi"": ""rf_retryRate_2.4GHz"", ""site"": ""RAW_site1"", ""value"": 195.85}",2019-01-17T06:21:35.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP04-15.site1"", ""kpi"": ""rf_retryRate_5GHz"", ""site"": ""RAW_site1"", ""value"": 126.98}",2019-01-17T06:21:35.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP01-11.site1"", ""kpi"": ""rf_retryRate_5GHz"", ""site"": ""RAW_site1"", ""value"": 89.66}",2019-01-17T06:21:35.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP03-16.site1"", ""kpi"": ""rf_retryRate_2.4GHz"", ""site"": ""RAW_site1"", ""value"": 196.23}",2019-01-17T06:21:35.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP03-16.site1"", ""kpi"": ""rf_retryRate_5GHz"", ""site"": ""RAW_site1"", ""value"": 180.71}",2019-01-17T06:21:35.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP06-16.site1"", ""kpi"": ""rf_retryRate_2.4GHz"", ""site"": ""RAW_site1"", ""value"": 177.3}",2019-01-17T06:21:35.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP06-16.site1"", ""kpi"": ""rf_retryRate_5GHz"", ""site"": ""RAW_site1"", ""value"": 178.41}",2019-01-17T06:21:34.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP01-09.site1"", ""kpi"": ""rf_retryRate_5GHz"", ""site"": ""RAW_site1"", ""value"": 125.7}",2019-01-17T06:21:33.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP02-01.site1"", ""kpi"": ""rf_retryRate_5GHz"", ""site"": ""RAW_site1"", ""value"": 124.0}",2019-01-17T06:21:33.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP06-18.site1"", ""kpi"": ""rf_retryRate_2.4GHz"", ""site"": ""RAW_site1"", ""value"": 190.98}",2019-01-17T06:21:33.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP06-18.site1"", ""kpi"": ""rf_retryRate_5GHz"", ""site"": ""RAW_site1"", ""value"": 37.5}",2019-01-17T06:21:33.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP11-18.site1"", ""kpi"": ""rf_retryRate_5GHz"", ""site"": ""RAW_site1"", ""value"": 185.77}",2019-01-17T06:21:33.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP05-14.site1"", ""kpi"": ""rf_channelUtilization_5GHz"", ""site"": ""RAW_site1"", ""value"": 0.0}",2019-01-17T06:21:33.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP04-14.site1"", ""kpi"": ""rf_retryRate_5GHz"", ""site"": ""RAW_site1"", ""value"": 176.1}",2019-01-17T06:21:33.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP02-14.site1"", ""kpi"": ""rf_retryRate_5GHz"", ""site"": ""RAW_site1"", ""value"": 187.54}",2019-01-17T06:21:33.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP10-19.site1"", ""kpi"": ""rf_retryRate_2.4GHz"", ""site"": ""RAW_site1"", ""value"": 184.97}",2019-01-17T06:21:33.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP10-19.site1"", ""kpi"": ""rf_retryRate_5GHz"", ""site"": ""RAW_site1"", ""value"": 110.75}",2019-01-17T06:21:33.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
