"_raw","_time",host,source,sourcetype,index
"{""category"": {""value"": ""AP"", ""ordinal"": 1}, ""deviceName"": ""44:e4:d9:aa:7f:00:AP06-3.iad"", ""source"": ""UnifiedAp!44:e4:d9:aa:7f:00"", ""severity"": ""CRITICAL"", ""condition"": {""value"": ""AP_DISASSOCIATED"", ""ordinal"": -1}, ""alarmFoundAt"": 1544953721460, ""alarmId"": 2815447647, ""nttyaddrss7_address"": "" 10. 11.220.240"", ""@id"": 2815447647, ""message"": ""AP 'AP06-3.iad' disassociated from Controller '10.11.220.240'."", ""acknowledgementStatus"": false, ""timeStamp"": 1544953721460, ""wirelessSpecificAlarmId"": ""44:e4:d9:aa:7f:00"", ""lastUpdatedAt"": 1547052771528, ""@displayName"": ""2815447647""}","2019-01-17T05:47:16.000+0500",mipagent.localdomain,"rest://PRIME_CriticalAlarmsDivided
UnifiedAp!44:e4:d9:aa:7f:00",PRIME_Alarms,raw_global
"{""category"": {""value"": ""AP"", ""ordinal"": 1}, ""deviceName"": ""44:e4:d9:bd:71:00:AP01-3.iad"", ""source"": ""UnifiedAp!44:e4:d9:bd:71:00"", ""severity"": ""CRITICAL"", ""condition"": {""value"": ""AP_DISASSOCIATED"", ""ordinal"": -1}, ""alarmFoundAt"": 1544953721460, ""alarmId"": 2815447646, ""nttyaddrss7_address"": "" 10. 11.220.240"", ""@id"": 2815447646, ""message"": ""AP 'AP01-3.iad' disassociated from Controller '10.11.220.240'."", ""acknowledgementStatus"": false, ""timeStamp"": 1544953721460, ""wirelessSpecificAlarmId"": ""44:e4:d9:bd:71:00"", ""lastUpdatedAt"": 1547113891572, ""@displayName"": ""2815447646""}","2019-01-17T05:47:16.000+0500",mipagent.localdomain,"rest://PRIME_CriticalAlarmsDivided
UnifiedAp!44:e4:d9:bd:71:00",PRIME_Alarms,raw_global
"{""category"": {""value"": ""Security"", ""ordinal"": 8}, ""deviceName"": ""00:f2:8b:f0:45:80:AP06-3.iad"", ""source"": ""UnifiedAp!00:f2:8b:f0:45:80"", ""severity"": ""CRITICAL"", ""condition"": {""value"": ""AP_MAX_ROGUE_COUNT_EXCEEDED"", ""ordinal"": -1}, ""alarmFoundAt"": 1544807691878, ""alarmId"": 2809044553, ""nttyaddrss7_address"": "" 10. 16. 22.240"", ""@id"": 2809044553, ""message"": ""Rogue AP count on AP 'AP06-3.iad' associated with Controller '10.16.22.240' has exceeded the security warning threshold of '50'. Fake AP or other attack may be in progress. "", ""acknowledgementStatus"": false, ""timeStamp"": 1544807691878, ""wirelessSpecificAlarmId"": ""00:f2:8b:f0:45:80"", ""lastUpdatedAt"": 1547051583529, ""@displayName"": ""2809044553""}","2019-01-17T05:47:16.000+0500",mipagent.localdomain,"rest://PRIME_CriticalAlarmsDivided
UnifiedAp!00:f2:8b:f0:45:80",PRIME_Alarms,raw_global
"{""category"": {""value"": ""Security"", ""ordinal"": 8}, ""deviceName"": ""00:f2:8b:17:8c:b0:ap04-fl11.cbr"", ""source"": ""UnifiedAp!00:f2:8b:17:8c:b0"", ""severity"": ""CRITICAL"", ""condition"": {""value"": ""AP_MAX_ROGUE_COUNT_EXCEEDED"", ""ordinal"": -1}, ""alarmFoundAt"": 1544676932684, ""alarmId"": 2804065864, ""nttyaddrss7_address"": "" 10. 64. 57.240"", ""@id"": 2804065864, ""message"": ""Rogue AP count on AP 'ap04-fl11.cbr' associated with Controller '10.64.57.240' has exceeded the security warning threshold of '50'. Fake AP or other attack may be in progress. "", ""acknowledgementStatus"": false, ""timeStamp"": 1544676932684, ""wirelessSpecificAlarmId"": ""00:f2:8b:17:8c:b0"", ""lastUpdatedAt"": 1547705614484, ""@displayName"": ""2804065864""}","2019-01-17T05:47:16.000+0500",mipagent.localdomain,"rest://PRIME_CriticalAlarmsDivided
UnifiedAp!00:f2:8b:17:8c:b0",PRIME_Alarms,raw_global
"{""category"": {""value"": ""AP"", ""ordinal"": 1}, ""deviceName"": ""00:a3:8e:1d:71:30:AP03.mex"", ""source"": ""LradIf!00:a3:8e:1d:71:30!0"", ""severity"": ""CRITICAL"", ""condition"": {""value"": ""AP_CONTAINED_AS_ROGUE"", ""ordinal"": -1}, ""alarmFoundAt"": 1544478828628, ""alarmId"": 2795208361, ""nttyaddrss7_address"": "" 10. 11.220.240"", ""@id"": 2795208361, ""message"": ""AP 'AP03.mex' is being contained. This is due to rogue device spoofing or targeting AP 'AP03.mex' BSSID on '802.11b/g' radio."", ""acknowledgementStatus"": false, ""timeStamp"": 1544478828628, ""wirelessSpecificAlarmId"": ""00:a3:8e:1d:71:30"", ""lastUpdatedAt"": 1546897392763, ""@displayName"": ""2795208361""}","2019-01-17T05:47:16.000+0500",mipagent.localdomain,"rest://PRIME_CriticalAlarmsDivided
LradIf!00:a3:8e:1d:71:30!0",PRIME_Alarms,raw_global
"{""category"": {""value"": ""AP"", ""ordinal"": 1}, ""deviceName"": ""38:90:a5:8c:49:20:ap03-fl17.kul"", ""source"": ""UnifiedAp!38:90:a5:8c:49:20"", ""severity"": ""CRITICAL"", ""condition"": {""value"": ""AP_DISASSOCIATED"", ""ordinal"": -1}, ""alarmFoundAt"": 1544245883139, ""alarmId"": 2786852129, ""nttyaddrss7_address"": "" 10. 67.  0.240"", ""@id"": 2786852129, ""message"": ""AP 'ap03-fl17.kul' disassociated from Controller '10.67.0.240'."", ""acknowledgementStatus"": false, ""timeStamp"": 1544245883139, ""wirelessSpecificAlarmId"": ""38:90:a5:8c:49:20"", ""lastUpdatedAt"": 1547622679190, ""@displayName"": ""2786852129""}","2019-01-17T05:47:16.000+0500",mipagent.localdomain,"rest://PRIME_CriticalAlarmsDivided
UnifiedAp!38:90:a5:8c:49:20",PRIME_Alarms,raw_global
"{""category"": {""value"": ""Security"", ""ordinal"": 8}, ""deviceName"": ""50:0f:80:c0:cc:b0:ap01-fl11.sin"", ""source"": ""UnifiedAp!50:0f:80:c0:cc:b0"", ""severity"": ""CRITICAL"", ""condition"": {""value"": ""AP_MAX_ROGUE_COUNT_EXCEEDED"", ""ordinal"": -1}, ""alarmFoundAt"": 1543816366010, ""alarmId"": 2768907582, ""nttyaddrss7_address"": "" 10. 67.  0.240"", ""@id"": 2768907582, ""message"": ""Rogue AP count on AP 'ap01-fl11.sin' associated with Controller '10.67.0.240' has exceeded the security warning threshold of '50'. Fake AP or other attack may be in progress. "", ""acknowledgementStatus"": false, ""timeStamp"": 1543816366010, ""wirelessSpecificAlarmId"": ""50:0f:80:c0:cc:b0"", ""lastUpdatedAt"": 1547718631873, ""@displayName"": ""2768907582""}","2019-01-17T05:47:16.000+0500",mipagent.localdomain,"rest://PRIME_CriticalAlarmsDivided
UnifiedAp!50:0f:80:c0:cc:b0",PRIME_Alarms,raw_global
"{""category"": {""value"": ""Security"", ""ordinal"": 8}, ""deviceName"": ""78:72:5d:2f:b2:e0:AP21-08.rdu"", ""source"": ""UnifiedAp!78:72:5d:2f:b2:e0"", ""severity"": ""CRITICAL"", ""condition"": {""value"": ""AP_MAX_ROGUE_COUNT_EXCEEDED"", ""ordinal"": -1}, ""alarmFoundAt"": 1543813148370, ""alarmId"": 2768815408, ""nttyaddrss7_address"": "" 10. 11.132.  1"", ""@id"": 2768815408, ""message"": ""Rogue AP count on AP 'AP21-08.rdu' associated with Controller '10.11.132.1' has exceeded the security warning threshold of '50'. Fake AP or other attack may be in progress. "", ""acknowledgementStatus"": false, ""timeStamp"": 1543813148370, ""wirelessSpecificAlarmId"": ""78:72:5d:2f:b2:e0"", ""lastUpdatedAt"": 1547694679691, ""@displayName"": ""2768815408""}","2019-01-17T05:47:16.000+0500",mipagent.localdomain,"rest://PRIME_CriticalAlarmsDivided
UnifiedAp!78:72:5d:2f:b2:e0",PRIME_Alarms,raw_global
"{""category"": {""value"": ""Security"", ""ordinal"": 8}, ""deviceName"": ""00:a3:8e:a7:ee:80:AP01-5.sjc"", ""source"": ""UnifiedAp!00:a3:8e:a7:ee:80"", ""severity"": ""CRITICAL"", ""condition"": {""value"": ""AP_MAX_ROGUE_COUNT_EXCEEDED"", ""ordinal"": -1}, ""alarmFoundAt"": 1543381083513, ""alarmId"": 2751318227, ""nttyaddrss7_address"": "" 10. 11.220.240"", ""@id"": 2751318227, ""message"": ""Rogue AP count on AP 'AP01-5.sjc' associated with Controller '10.11.220.240' has exceeded the security warning threshold of '50'. Fake AP or other attack may be in progress. "", ""acknowledgementStatus"": false, ""timeStamp"": 1543381083513, ""wirelessSpecificAlarmId"": ""00:a3:8e:a7:ee:80"", ""lastUpdatedAt"": 1547690168277, ""@displayName"": ""2751318227""}","2019-01-17T05:47:16.000+0500",mipagent.localdomain,"rest://PRIME_CriticalAlarmsDivided
UnifiedAp!00:a3:8e:a7:ee:80",PRIME_Alarms,raw_global
"{""category"": {""value"": ""Security"", ""ordinal"": 8}, ""deviceName"": ""00:a6:ca:e5:ae:70:AP06.dfw"", ""source"": ""UnifiedAp!00:a6:ca:e5:ae:70"", ""severity"": ""CRITICAL"", ""condition"": {""value"": ""AP_MAX_ROGUE_COUNT_EXCEEDED"", ""ordinal"": -1}, ""alarmFoundAt"": 1543240302633, ""alarmId"": 2745284627, ""nttyaddrss7_address"": "" 10. 11.220.240"", ""@id"": 2745284627, ""message"": ""Rogue AP count on AP 'AP06.dfw' associated with Controller '10.11.220.240' has exceeded the security warning threshold of '50'. Fake AP or other attack may be in progress. "", ""acknowledgementStatus"": false, ""timeStamp"": 1543240302633, ""wirelessSpecificAlarmId"": ""00:a6:ca:e5:ae:70"", ""lastUpdatedAt"": 1547511734846, ""@displayName"": ""2745284627""}","2019-01-17T05:47:16.000+0500",mipagent.localdomain,"rest://PRIME_CriticalAlarmsDivided
UnifiedAp!00:a6:ca:e5:ae:70",PRIME_Alarms,raw_global
"{""category"": {""value"": ""Security"", ""ordinal"": 8}, ""deviceName"": ""00:fe:c8:7b:0e:30:AP01.eze"", ""source"": ""UnifiedAp!00:fe:c8:7b:0e:30"", ""severity"": ""CRITICAL"", ""condition"": {""value"": ""AP_MAX_ROGUE_COUNT_EXCEEDED"", ""ordinal"": -1}, ""alarmFoundAt"": 1542922480430, ""alarmId"": 2733090708, ""nttyaddrss7_address"": "" 10. 97.120.240"", ""@id"": 2733090708, ""message"": ""Rogue AP count on AP 'AP01.eze' associated with Controller '10.97.120.240' has exceeded the security warning threshold of '50'. Fake AP or other attack may be in progress. "", ""acknowledgementStatus"": false, ""timeStamp"": 1542922480430, ""wirelessSpecificAlarmId"": ""00:fe:c8:7b:0e:30"", ""lastUpdatedAt"": 1547673563552, ""@displayName"": ""2733090708""}","2019-01-17T05:47:16.000+0500",mipagent.localdomain,"rest://PRIME_CriticalAlarmsDivided
UnifiedAp!00:fe:c8:7b:0e:30",PRIME_Alarms,raw_global
"{""category"": {""value"": ""Security"", ""ordinal"": 8}, ""deviceName"": ""00:2a:10:ee:54:80:AP01.raw"", ""source"": ""UnifiedAp!00:2a:10:ee:54:80"", ""severity"": ""CRITICAL"", ""condition"": {""value"": ""AP_MAX_ROGUE_COUNT_EXCEEDED"", ""ordinal"": -1}, ""alarmFoundAt"": 1542917465705, ""alarmId"": 2732928485, ""nttyaddrss7_address"": "" 10. 97.120.240"", ""@id"": 2732928485, ""message"": ""Rogue AP count on AP 'AP01.raw' associated with Controller '10.97.120.240' has exceeded the security warning threshold of '50'. Fake AP or other attack may be in progress. "", ""acknowledgementStatus"": false, ""timeStamp"": 1542917465705, ""wirelessSpecificAlarmId"": ""00:2a:10:ee:54:80"", ""lastUpdatedAt"": 1547673910315, ""@displayName"": ""2732928485""}","2019-01-17T05:47:16.000+0500",mipagent.localdomain,"rest://PRIME_CriticalAlarmsDivided
UnifiedAp!00:2a:10:ee:54:80",PRIME_Alarms,raw_global
"{""category"": {""value"": ""Security"", ""ordinal"": 8}, ""deviceName"": ""00:fe:c8:7d:ad:90:AP02.eze"", ""source"": ""UnifiedAp!00:fe:c8:7d:ad:90"", ""severity"": ""CRITICAL"", ""condition"": {""value"": ""AP_MAX_ROGUE_COUNT_EXCEEDED"", ""ordinal"": -1}, ""alarmFoundAt"": 1542906890611, ""alarmId"": 2732593552, ""nttyaddrss7_address"": "" 10. 97.120.240"", ""@id"": 2732593552, ""message"": ""Rogue AP count on AP 'AP02.eze' associated with Controller '10.97.120.240' has exceeded the security warning threshold of '50'. Fake AP or other attack may be in progress. "", ""acknowledgementStatus"": false, ""timeStamp"": 1542906890611, ""wirelessSpecificAlarmId"": ""00:fe:c8:7d:ad:90"", ""lastUpdatedAt"": 1547657763508, ""@displayName"": ""2732593552""}","2019-01-17T05:47:16.000+0500",mipagent.localdomain,"rest://PRIME_CriticalAlarmsDivided
UnifiedAp!00:fe:c8:7d:ad:90",PRIME_Alarms,raw_global
"{""category"": {""value"": ""Security"", ""ordinal"": 8}, ""deviceName"": ""WLAN Controller wlc03.rdu2/10.11.132.240"", ""source"": ""10.11.132.240"", ""severity"": ""CRITICAL"", ""condition"": {""value"": ""SIGNATURE_ATTACK"", ""ordinal"": -1}, ""alarmFoundAt"": 1542467291557, ""alarmId"": 2715374112, ""nttyaddrss7_address"": "" 10. 11.132.240"", ""@id"": 2715374112, ""message"": ""IDS 'NULL probe resp 1' Signature attack cleared on AP 'AP05.msp' protocol '802.11a' on Controller '10.11.132.240'. The Signature description is 'NULL Probe Response - Zero length SSID element'.This Signature attack is still detected by 1 APs."", ""acknowledgementStatus"": false, ""timeStamp"": 1542467291557, ""wirelessSpecificAlarmId"": ""SignatureStandard"", ""lastUpdatedAt"": 1547719618176, ""@displayName"": ""2715374112""}","2019-01-17T05:47:16.000+0500",mipagent.localdomain,"rest://PRIME_CriticalAlarmsDivided
10.11.132.240",PRIME_Alarms,raw_global
"{""category"": {""value"": ""AP"", ""ordinal"": 1}, ""deviceName"": ""34:40:b5:9c:0b:34"", ""source"": ""UnifiedAp!34:40:b5:9c:0b:34"", ""severity"": ""CRITICAL"", ""condition"": {""value"": ""AP_AUTHORIZATION_FAILURE"", ""ordinal"": -1}, ""alarmFoundAt"": 1541601613573, ""alarmId"": 2680145245, ""nttyaddrss7_address"": "" 10. 11.132.240"", ""@id"": 2680145245, ""message"": ""Failed to authorize AP '34:40:b5:9c:0b:34' with certificate type 'Unknown' on controller '10.11.132.240'. 'AP Authorization entry does not exist in the Controllers AP Authorization List.'"", ""acknowledgementStatus"": false, ""timeStamp"": 1541601613573, ""wirelessSpecificAlarmId"": ""AP_AUTH_FAIL_34:4"", ""lastUpdatedAt"": 1546993993830, ""@displayName"": ""2680145245""}","2019-01-17T05:47:16.000+0500",mipagent.localdomain,"rest://PRIME_CriticalAlarmsDivided
UnifiedAp!34:40:b5:9c:0b:34",PRIME_Alarms,raw_global
"{""category"": {""value"": ""Security"", ""ordinal"": 8}, ""deviceName"": ""70:db:98:d2:d5:b0:AP09-5.sjc"", ""source"": ""UnifiedAp!70:db:98:d2:d5:b0"", ""severity"": ""CRITICAL"", ""condition"": {""value"": ""AP_MAX_ROGUE_COUNT_EXCEEDED"", ""ordinal"": -1}, ""alarmFoundAt"": 1541541129389, ""alarmId"": 2677729093, ""nttyaddrss7_address"": "" 10. 11.220.240"", ""@id"": 2677729093, ""message"": ""Rogue AP count on AP 'AP09-5.sjc' associated with Controller '10.11.220.240' has exceeded the security warning threshold of '50'. Fake AP or other attack may be in progress. "", ""acknowledgementStatus"": false, ""timeStamp"": 1541541129389, ""wirelessSpecificAlarmId"": ""70:db:98:d2:d5:b0"", ""lastUpdatedAt"": 1547500345177, ""@displayName"": ""2677729093""}","2019-01-17T05:47:16.000+0500",mipagent.localdomain,"rest://PRIME_CriticalAlarmsDivided
UnifiedAp!70:db:98:d2:d5:b0",PRIME_Alarms,raw_global
"{""category"": {""value"": ""System"", ""ordinal"": 17}, ""deviceName"": ""10.11.142.236:prime01-rdu2"", ""source"": ""NMS:10.11.142.236"", ""severity"": ""CRITICAL"", ""condition"": {""value"": ""LICENSE_VIOLATION"", ""ordinal"": -1}, ""alarmFoundAt"": 1540673149527, ""alarmId"": 2645247271, ""nttyaddrss7_address"": ""prime01-rdu2"", ""@id"": 2645247271, ""message"": ""Number of managed devices 1,158 is greater than licensed devices 975. Please purchase and install a license that will cover the number of managed devices, or remove unused devices from the system."", ""acknowledgementStatus"": false, ""timeStamp"": 1540673149527, ""wirelessSpecificAlarmId"": ""LicenseValidator_"", ""lastUpdatedAt"": 1547671879256, ""@displayName"": ""2645247271""}","2019-01-17T05:47:16.000+0500",mipagent.localdomain,"rest://PRIME_CriticalAlarmsDivided
NMS:10.11.142.236",PRIME_Alarms,raw_global
"{""category"": {""value"": ""AP"", ""ordinal"": 1}, ""deviceName"": ""38:90:a5:4c:cf:40:ap02-fl17.kul"", ""source"": ""UnifiedAp!38:90:a5:4c:cf:40"", ""severity"": ""CRITICAL"", ""condition"": {""value"": ""AP_DISASSOCIATED"", ""ordinal"": -1}, ""alarmFoundAt"": 1540594280559, ""alarmId"": 2641875386, ""nttyaddrss7_address"": "" 10. 67.  0.240"", ""@id"": 2641875386, ""message"": ""AP 'ap02-fl17.kul' disassociated from Controller '10.67.0.240'."", ""acknowledgementStatus"": false, ""timeStamp"": 1540594280559, ""wirelessSpecificAlarmId"": ""38:90:a5:4c:cf:40"", ""lastUpdatedAt"": 1547622679190, ""@displayName"": ""2641875386""}","2019-01-17T05:47:16.000+0500",mipagent.localdomain,"rest://PRIME_CriticalAlarmsDivided
UnifiedAp!38:90:a5:4c:cf:40",PRIME_Alarms,raw_global
"{""category"": {""value"": ""Mobility Service"", ""ordinal"": 5}, ""deviceName"": ""Mobility Services Engine mse.rdu.redhat.com"", ""source"": ""10.11.132.7"", ""severity"": ""CRITICAL"", ""condition"": {""value"": ""MSE_EVAL_LICENSE"", ""ordinal"": -1}, ""alarmFoundAt"": 1540587049074, ""alarmId"": 2641295733, ""nttyaddrss7_address"": "" 10. 11.132.  7"", ""@id"": 2641295733, ""message"": ""Evaluation license for ANA Service is expired."", ""acknowledgementStatus"": false, ""timeStamp"": 1540587049074, ""wirelessSpecificAlarmId"": ""MSE_LICENSING_MSE"", ""lastUpdatedAt"": 1547722010843, ""@displayName"": ""2641295733""}","2019-01-17T05:47:16.000+0500",mipagent.localdomain,"rest://PRIME_CriticalAlarmsDivided
10.11.132.7",PRIME_Alarms,raw_global
"{""category"": {""value"": ""AP"", ""ordinal"": 1}, ""deviceName"": ""20:bb:c0:2c:c5:00:AP04-1w.bos"", ""source"": ""UnifiedAp!20:bb:c0:2c:c5:00"", ""severity"": ""CRITICAL"", ""condition"": {""value"": ""AP_DISASSOCIATED"", ""ordinal"": -1}, ""alarmFoundAt"": 1545784948157, ""alarmId"": 2848669995, ""nttyaddrss7_address"": ""NULL_VALUE"", ""@id"": 2848669995, ""message"": ""AP 'AP04-1w.bos' disassociated."", ""acknowledgementStatus"": false, ""timeStamp"": 1545784948157, ""wirelessSpecificAlarmId"": ""20:bb:c0:2c:c5:00"", ""lastUpdatedAt"": 1545784948157, ""@displayName"": ""2848669995""}","2019-01-17T05:00:00.000+0500",mipagent.localdomain,"rest://PRIME_CriticalAlarmsDivided
UnifiedAp!20:bb:c0:2c:c5:00",PRIME_Alarms,raw_global
"{""category"": {""value"": ""Security"", ""ordinal"": 8}, ""deviceName"": ""AP ap04-fl6.arn, Interface 802.11a/n/ac"", ""source"": ""LradIf!00:a2:ee:d6:82:c0!1"", ""severity"": ""CRITICAL"", ""condition"": {""value"": ""SI_SECURITY_TRAPS"", ""ordinal"": -1}, ""alarmFoundAt"": 1547718389406, ""alarmId"": 2924645585, ""nttyaddrss7_address"": "" 10. 36.  0.240"", ""@id"": 2924645585, ""message"": ""Security-risk Interferer 'WiFi Inverted' is detected by 'ap04-fl6.arn'.Interferer severity is '2'."", ""acknowledgementStatus"": false, ""timeStamp"": 1547718389406, ""wirelessSpecificAlarmId"": ""10.36.0.240_2_3c:"", ""lastUpdatedAt"": 1547718389406, ""@displayName"": ""2924645585""}","2019-01-17T04:47:01.000+0500",mipagent.localdomain,"rest://PRIME_CriticalAlarmsDivided
LradIf!00:a2:ee:d6:82:c0!1",PRIME_Alarms,raw_global
"{""category"": {""value"": ""Security"", ""ordinal"": 8}, ""deviceName"": ""18:80:90:e7:81:e0:ap17-flr4.bne"", ""source"": ""UnifiedAp!18:80:90:e7:81:e0"", ""severity"": ""CRITICAL"", ""condition"": {""value"": ""AP_MAX_ROGUE_COUNT_EXCEEDED"", ""ordinal"": -1}, ""alarmFoundAt"": 1547708964087, ""alarmId"": 2924365175, ""nttyaddrss7_address"": "" 10. 64. 57.240"", ""@id"": 2924365175, ""message"": ""Rogue AP count on AP 'ap17-flr4.bne' associated with Controller '10.64.57.240' has exceeded the security warning threshold of '50'. Fake AP or other attack may be in progress. "", ""acknowledgementStatus"": false, ""timeStamp"": 1547708964087, ""wirelessSpecificAlarmId"": ""18:80:90:e7:81:e0"", ""lastUpdatedAt"": 1547708964087, ""@displayName"": ""2924365175""}","2019-01-17T04:47:01.000+0500",mipagent.localdomain,"rest://PRIME_CriticalAlarmsDivided
UnifiedAp!18:80:90:e7:81:e0",PRIME_Alarms,raw_global
"{""category"": {""value"": ""Security"", ""ordinal"": 8}, ""deviceName"": ""AP ap10-fl10.blr, Interface 802.11a/n/ac"", ""source"": ""LradIf!38:90:a5:18:d2:a0!1"", ""severity"": ""CRITICAL"", ""condition"": {""value"": ""SI_SECURITY_TRAPS"", ""ordinal"": -1}, ""alarmFoundAt"": 1545125361380, ""alarmId"": 2822366721, ""nttyaddrss7_address"": "" 10. 74.  4.240"", ""@id"": 2822366721, ""message"": ""Security-risk Interferer 'WiFi Invalid Channel' is detected by 'ap10-fl10.blr'.Interferer severity is '0'."", ""acknowledgementStatus"": false, ""timeStamp"": 1545125361380, ""wirelessSpecificAlarmId"": ""10.74.4.240_2_f5:"", ""lastUpdatedAt"": 1545125361380, ""@displayName"": ""2822366721""}","2019-01-17T04:47:01.000+0500",mipagent.localdomain,"rest://PRIME_CriticalAlarmsDivided
LradIf!38:90:a5:18:d2:a0!1",PRIME_Alarms,raw_global
"{""category"": {""value"": ""Security"", ""ordinal"": 8}, ""deviceName"": ""00:a3:8e:8f:c4:40:AP02-5.sjc"", ""source"": ""UnifiedAp!00:a3:8e:8f:c4:40"", ""severity"": ""CRITICAL"", ""condition"": {""value"": ""AP_MAX_ROGUE_COUNT_EXCEEDED"", ""ordinal"": -1}, ""alarmFoundAt"": 1546660447067, ""alarmId"": 2881596920, ""nttyaddrss7_address"": "" 10. 11.220.241"", ""@id"": 2881596920, ""message"": ""Rogue AP count on AP 'AP02-5.sjc' associated with Controller '10.11.220.241' has exceeded the security warning threshold of '50'. Fake AP or other attack may be in progress. "", ""acknowledgementStatus"": false, ""timeStamp"": 1546660447067, ""wirelessSpecificAlarmId"": ""00:a3:8e:8f:c4:40"", ""lastUpdatedAt"": 1547052138079, ""@displayName"": ""2881596920""}","2019-01-17T04:40:00.000+0500",mipagent.localdomain,"rest://PRIME_CriticalAlarmsDivided
UnifiedAp!00:a3:8e:8f:c4:40",PRIME_Alarms,raw_global
"{""category"": {""value"": ""AP"", ""ordinal"": 1}, ""deviceName"": ""b4:e9:b0:ef:04:30:AP07-15.rdu"", ""source"": ""UnifiedAp!b4:e9:b0:ef:04:30"", ""severity"": ""CRITICAL"", ""condition"": {""value"": ""AP_DISASSOCIATED"", ""ordinal"": -1}, ""alarmFoundAt"": 1545784948157, ""alarmId"": 2848669879, ""nttyaddrss7_address"": ""NULL_VALUE"", ""@id"": 2848669879, ""message"": ""AP 'AP07-15.rdu' disassociated."", ""acknowledgementStatus"": false, ""timeStamp"": 1545784948157, ""wirelessSpecificAlarmId"": ""b4:e9:b0:ef:04:30"", ""lastUpdatedAt"": 1545784948157, ""@displayName"": ""2848669879""}","2019-01-17T04:30:00.000+0500",mipagent.localdomain,"rest://PRIME_CriticalAlarmsDivided
UnifiedAp!b4:e9:b0:ef:04:30",PRIME_Alarms,raw_global
"{""category"": {""value"": ""AP"", ""ordinal"": 1}, ""deviceName"": ""70:df:2f:b2:f4:10:AP10-09.rdu"", ""source"": ""UnifiedAp!70:df:2f:b2:f4:10"", ""severity"": ""CRITICAL"", ""condition"": {""value"": ""AP_DISASSOCIATED"", ""ordinal"": -1}, ""alarmFoundAt"": 1545784948157, ""alarmId"": 2848669869, ""nttyaddrss7_address"": ""NULL_VALUE"", ""@id"": 2848669869, ""message"": ""AP 'AP10-09.rdu' disassociated."", ""acknowledgementStatus"": false, ""timeStamp"": 1545784948157, ""wirelessSpecificAlarmId"": ""70:df:2f:b2:f4:10"", ""lastUpdatedAt"": 1545784948157, ""@displayName"": ""2848669869""}","2019-01-17T04:10:00.000+0500",mipagent.localdomain,"rest://PRIME_CriticalAlarmsDivided
UnifiedAp!70:df:2f:b2:f4:10",PRIME_Alarms,raw_global
"{""category"": {""value"": ""Security"", ""ordinal"": 8}, ""deviceName"": ""AP ap03-3e.bos, Interface 802.11b/g/n"", ""source"": ""LradIf!00:6b:f1:a3:31:20!0"", ""severity"": ""CRITICAL"", ""condition"": {""value"": ""SI_SECURITY_TRAPS"", ""ordinal"": -1}, ""alarmFoundAt"": 1547714748828, ""alarmId"": 2924561719, ""nttyaddrss7_address"": "" 10. 16. 22.240"", ""@id"": 2924561719, ""message"": ""Security-risk Interferer 'WiFi Inverted' is detected by 'ap03-3e.bos'.Interferer severity is '0'."", ""acknowledgementStatus"": false, ""timeStamp"": 1547714748828, ""wirelessSpecificAlarmId"": ""10.16.22.240_1_81"", ""lastUpdatedAt"": 1547714748828, ""@displayName"": ""2924561719""}","2019-01-17T03:46:45.000+0500",mipagent.localdomain,"rest://PRIME_CriticalAlarmsDivided
LradIf!00:6b:f1:a3:31:20!0",PRIME_Alarms,raw_global
"{""category"": {""value"": ""Security"", ""ordinal"": 8}, ""deviceName"": ""AP ap03-fl7.mxp, Interface 802.11a/n/ac"", ""source"": ""LradIf!00:27:e3:66:e3:10!1"", ""severity"": ""CRITICAL"", ""condition"": {""value"": ""SI_SECURITY_TRAPS"", ""ordinal"": -1}, ""alarmFoundAt"": 1547714726092, ""alarmId"": 2924561696, ""nttyaddrss7_address"": "" 10. 36.  0.240"", ""@id"": 2924561696, ""message"": ""Security-risk Interferer 'WiFi Inverted' is detected by 'ap03-fl7.mxp'.Interferer severity is '2'."", ""acknowledgementStatus"": false, ""timeStamp"": 1547714726092, ""wirelessSpecificAlarmId"": ""10.36.0.240_2_3c:"", ""lastUpdatedAt"": 1547714726092, ""@displayName"": ""2924561696""}","2019-01-17T03:46:45.000+0500",mipagent.localdomain,"rest://PRIME_CriticalAlarmsDivided
LradIf!00:27:e3:66:e3:10!1",PRIME_Alarms,raw_global
"{""category"": {""value"": ""Security"", ""ordinal"": 8}, ""deviceName"": ""AP ap03-fl6.arn, Interface 802.11a/n"", ""source"": ""LradIf!68:86:a7:30:ec:b0!1"", ""severity"": ""CRITICAL"", ""condition"": {""value"": ""SI_SECURITY_TRAPS"", ""ordinal"": -1}, ""alarmFoundAt"": 1547714645351, ""alarmId"": 2924527589, ""nttyaddrss7_address"": "" 10. 36.  0.240"", ""@id"": 2924527589, ""message"": ""Security-risk Interferer 'WiFi Inverted' is detected by 'ap03-fl6.arn'.Interferer severity is '2'."", ""acknowledgementStatus"": false, ""timeStamp"": 1547714645351, ""wirelessSpecificAlarmId"": ""10.36.0.240_2_3c:"", ""lastUpdatedAt"": 1547714645351, ""@displayName"": ""2924527589""}","2019-01-17T03:46:45.000+0500",mipagent.localdomain,"rest://PRIME_CriticalAlarmsDivided
LradIf!68:86:a7:30:ec:b0!1",PRIME_Alarms,raw_global
