"_raw","_time",host,source,sourcetype,index
"{""category"": {""value"": ""Security"", ""ordinal"": 8}, ""deviceName"": ""AP AP04-17.rdu, Interface 802.11a/n/ac"", ""source"": ""LradIf!78:0c:f0:61:6c:40!1"", ""severity"": ""CRITICAL"", ""condition"": {""value"": ""SI_SECURITY_TRAPS"", ""ordinal"": -1}, ""alarmFoundAt"": 1547653718806, ""alarmId"": 2921583407, ""nttyaddrss7_address"": "" 10. 11.132.  1"", ""@id"": 2921583407, ""message"": ""Security-risk Interferer 'WiFi Invalid Channel' is detected by 'AP04-17.rdu'.Interferer severity is '0'."", ""acknowledgementStatus"": false, ""timeStamp"": 1547653718806, ""wirelessSpecificAlarmId"": ""10.11.132.1_2_ab:"", ""lastUpdatedAt"": 1547653718806, ""@displayName"": ""2921583407""}","2019-01-17T05:47:16.000+0500",mipagent.localdomain,"rest://PRIME_CriticalAlarmsDivided
LradIf!78:0c:f0:61:6c:40!1",PRIME_Alarms,raw_global
"{""category"": {""value"": ""Security"", ""ordinal"": 8}, ""deviceName"": ""AP AP01-10.rdu, Interface 802.11a/b/g/n/ac"", ""source"": ""LradIf!78:0c:f0:61:4b:20!0"", ""severity"": ""CRITICAL"", ""condition"": {""value"": ""SI_SECURITY_TRAPS"", ""ordinal"": -1}, ""alarmFoundAt"": 1547652011247, ""alarmId"": 2921539364, ""nttyaddrss7_address"": "" 10. 11.132.  1"", ""@id"": 2921539364, ""message"": ""Security-risk Interferer 'WiFi Inverted' is detected by 'AP01-10.rdu'.Interferer severity is '0'."", ""acknowledgementStatus"": false, ""timeStamp"": 1547652011247, ""wirelessSpecificAlarmId"": ""10.11.132.1_0_ab:"", ""lastUpdatedAt"": 1547652481085, ""@displayName"": ""2921539364""}","2019-01-17T05:47:16.000+0500",mipagent.localdomain,"rest://PRIME_CriticalAlarmsDivided
LradIf!78:0c:f0:61:4b:20!0",PRIME_Alarms,raw_global
"{""category"": {""value"": ""Security"", ""ordinal"": 8}, ""deviceName"": ""AP AP06-18.rdu, Interface 802.11a/b/g/n/ac"", ""source"": ""LradIf!78:72:5d:b9:69:c0!0"", ""severity"": ""CRITICAL"", ""condition"": {""value"": ""SI_SECURITY_TRAPS"", ""ordinal"": -1}, ""alarmFoundAt"": 1547651649523, ""alarmId"": 2921539140, ""nttyaddrss7_address"": "" 10. 11.132.  1"", ""@id"": 2921539140, ""message"": ""Security-risk Interferer 'WiFi Inverted' is detected by 'AP06-18.rdu'.Interferer severity is '0'."", ""acknowledgementStatus"": false, ""timeStamp"": 1547651649523, ""wirelessSpecificAlarmId"": ""10.11.132.1_0_ab:"", ""lastUpdatedAt"": 1547651649523, ""@displayName"": ""2921539140""}","2019-01-17T05:47:16.000+0500",mipagent.localdomain,"rest://PRIME_CriticalAlarmsDivided
LradIf!78:72:5d:b9:69:c0!0",PRIME_Alarms,raw_global
"{""category"": {""value"": ""Security"", ""ordinal"": 8}, ""deviceName"": ""AP AP09-19.rdu, Interface 802.11a/b/g/n/ac"", ""source"": ""LradIf!78:72:5d:c8:35:20!0"", ""severity"": ""CRITICAL"", ""condition"": {""value"": ""SI_SECURITY_TRAPS"", ""ordinal"": -1}, ""alarmFoundAt"": 1547649937648, ""alarmId"": 2921494923, ""nttyaddrss7_address"": "" 10. 11.132.  1"", ""@id"": 2921494923, ""message"": ""Security-risk Interferer 'WiFi Invalid Channel' is detected by 'AP09-19.rdu'.Interferer severity is '3'."", ""acknowledgementStatus"": false, ""timeStamp"": 1547649937648, ""wirelessSpecificAlarmId"": ""10.11.132.1_0_ab:"", ""lastUpdatedAt"": 1547661618721, ""@displayName"": ""2921494923""}","2019-01-17T05:47:16.000+0500",mipagent.localdomain,"rest://PRIME_CriticalAlarmsDivided
LradIf!78:72:5d:c8:35:20!0",PRIME_Alarms,raw_global
"{""category"": {""value"": ""Security"", ""ordinal"": 8}, ""deviceName"": ""AP AP01-14.rdu, Interface 802.11a/b/g/n/ac"", ""source"": ""LradIf!78:0c:f0:61:70:00!0"", ""severity"": ""CRITICAL"", ""condition"": {""value"": ""SI_SECURITY_TRAPS"", ""ordinal"": -1}, ""alarmFoundAt"": 1547649493125, ""alarmId"": 2921494587, ""nttyaddrss7_address"": "" 10. 11.132.  1"", ""@id"": 2921494587, ""message"": ""Security-risk Interferer 'WiFi Invalid Channel' is detected by 'AP01-14.rdu'.Interferer severity is '0'."", ""acknowledgementStatus"": false, ""timeStamp"": 1547649493125, ""wirelessSpecificAlarmId"": ""10.11.132.1_0_ab:"", ""lastUpdatedAt"": 1547649493125, ""@displayName"": ""2921494587""}","2019-01-17T05:47:16.000+0500",mipagent.localdomain,"rest://PRIME_CriticalAlarmsDivided
LradIf!78:0c:f0:61:70:00!0",PRIME_Alarms,raw_global
"{""category"": {""value"": ""Security"", ""ordinal"": 8}, ""deviceName"": ""AP AP06-09.rdu, Interface 802.11a/b/g/n/ac"", ""source"": ""LradIf!b0:8b:cf:fe:4c:e0!0"", ""severity"": ""CRITICAL"", ""condition"": {""value"": ""SI_SECURITY_TRAPS"", ""ordinal"": -1}, ""alarmFoundAt"": 1547649305315, ""alarmId"": 2921440393, ""nttyaddrss7_address"": "" 10. 11.132.  1"", ""@id"": 2921440393, ""message"": ""Security-risk Interferer 'WiFi Inverted' is detected by 'AP06-09.rdu'.Interferer severity is '0'."", ""acknowledgementStatus"": false, ""timeStamp"": 1547649305315, ""wirelessSpecificAlarmId"": ""10.11.132.1_0_ab:"", ""lastUpdatedAt"": 1547649305315, ""@displayName"": ""2921440393""}","2019-01-17T05:47:16.000+0500",mipagent.localdomain,"rest://PRIME_CriticalAlarmsDivided
LradIf!b0:8b:cf:fe:4c:e0!0",PRIME_Alarms,raw_global
"{""category"": {""value"": ""Security"", ""ordinal"": 8}, ""deviceName"": ""AP AP10-09.rdu, Interface 802.11a/b/g/n/ac"", ""source"": ""LradIf!bc:26:c7:24:b2:a0!0"", ""severity"": ""CRITICAL"", ""condition"": {""value"": ""SI_SECURITY_TRAPS"", ""ordinal"": -1}, ""alarmFoundAt"": 1547649041301, ""alarmId"": 2921440199, ""nttyaddrss7_address"": "" 10. 11.132.  1"", ""@id"": 2921440199, ""message"": ""Security-risk Interferer 'WiFi Inverted' is detected by 'AP10-09.rdu'.Interferer severity is '0'."", ""acknowledgementStatus"": false, ""timeStamp"": 1547649041301, ""wirelessSpecificAlarmId"": ""10.11.132.1_0_ab:"", ""lastUpdatedAt"": 1547649041301, ""@displayName"": ""2921440199""}","2019-01-17T05:47:16.000+0500",mipagent.localdomain,"rest://PRIME_CriticalAlarmsDivided
LradIf!bc:26:c7:24:b2:a0!0",PRIME_Alarms,raw_global
"{""category"": {""value"": ""Security"", ""ordinal"": 8}, ""deviceName"": ""AP AP01-12.rdu, Interface 802.11a/b/g/n/ac"", ""source"": ""LradIf!78:0c:f0:61:67:20!0"", ""severity"": ""CRITICAL"", ""condition"": {""value"": ""SI_SECURITY_TRAPS"", ""ordinal"": -1}, ""alarmFoundAt"": 1547648293211, ""alarmId"": 2921439622, ""nttyaddrss7_address"": "" 10. 11.132.  1"", ""@id"": 2921439622, ""message"": ""Security-risk Interferer 'WiFi Inverted' is detected by 'AP01-12.rdu'.Interferer severity is '0'."", ""acknowledgementStatus"": false, ""timeStamp"": 1547648293211, ""wirelessSpecificAlarmId"": ""10.11.132.1_0_ab:"", ""lastUpdatedAt"": 1547648293211, ""@displayName"": ""2921439622""}","2019-01-17T05:47:16.000+0500",mipagent.localdomain,"rest://PRIME_CriticalAlarmsDivided
LradIf!78:0c:f0:61:67:20!0",PRIME_Alarms,raw_global
"{""category"": {""value"": ""Security"", ""ordinal"": 8}, ""deviceName"": ""AP AP05-09.rdu, Interface 802.11a/b/g/n/ac"", ""source"": ""LradIf!78:72:5d:48:6b:40!0"", ""severity"": ""CRITICAL"", ""condition"": {""value"": ""SI_SECURITY_TRAPS"", ""ordinal"": -1}, ""alarmFoundAt"": 1547648213620, ""alarmId"": 2921439568, ""nttyaddrss7_address"": "" 10. 11.132.  1"", ""@id"": 2921439568, ""message"": ""Security-risk Interferer 'WiFi Inverted' is detected by 'AP05-09.rdu'.Interferer severity is '0'."", ""acknowledgementStatus"": false, ""timeStamp"": 1547648213620, ""wirelessSpecificAlarmId"": ""10.11.132.1_0_ab:"", ""lastUpdatedAt"": 1547648947790, ""@displayName"": ""2921439568""}","2019-01-17T05:47:16.000+0500",mipagent.localdomain,"rest://PRIME_CriticalAlarmsDivided
LradIf!78:72:5d:48:6b:40!0",PRIME_Alarms,raw_global
"{""category"": {""value"": ""Security"", ""ordinal"": 8}, ""deviceName"": ""AP AP16-14.rdu, Interface 802.11a/b/g/n/ac"", ""source"": ""LradIf!78:0c:f0:1d:73:c0!0"", ""severity"": ""CRITICAL"", ""condition"": {""value"": ""SI_SECURITY_TRAPS"", ""ordinal"": -1}, ""alarmFoundAt"": 1547648046646, ""alarmId"": 2921412394, ""nttyaddrss7_address"": "" 10. 11.132.  1"", ""@id"": 2921412394, ""message"": ""Security-risk Interferer 'WiFi Inverted' is detected by 'AP16-14.rdu'.Interferer severity is '0'."", ""acknowledgementStatus"": false, ""timeStamp"": 1547648046646, ""wirelessSpecificAlarmId"": ""10.11.132.1_0_ab:"", ""lastUpdatedAt"": 1547648139402, ""@displayName"": ""2921412394""}","2019-01-17T05:47:16.000+0500",mipagent.localdomain,"rest://PRIME_CriticalAlarmsDivided
LradIf!78:0c:f0:1d:73:c0!0",PRIME_Alarms,raw_global
"{""category"": {""value"": ""Security"", ""ordinal"": 8}, ""deviceName"": ""AP AP06-14.rdu, Interface 802.11a/b/g/n/ac"", ""source"": ""LradIf!78:0c:f0:61:6a:00!0"", ""severity"": ""CRITICAL"", ""condition"": {""value"": ""SI_SECURITY_TRAPS"", ""ordinal"": -1}, ""alarmFoundAt"": 1547647778796, ""alarmId"": 2921412188, ""nttyaddrss7_address"": "" 10. 11.132.  1"", ""@id"": 2921412188, ""message"": ""Security-risk Interferer 'WiFi Inverted' is detected by 'AP06-14.rdu'.Interferer severity is '0'."", ""acknowledgementStatus"": false, ""timeStamp"": 1547647778796, ""wirelessSpecificAlarmId"": ""10.11.132.1_0_ab:"", ""lastUpdatedAt"": 1547647894124, ""@displayName"": ""2921412188""}","2019-01-17T05:47:16.000+0500",mipagent.localdomain,"rest://PRIME_CriticalAlarmsDivided
LradIf!78:0c:f0:61:6a:00!0",PRIME_Alarms,raw_global
"{""category"": {""value"": ""Security"", ""ordinal"": 8}, ""deviceName"": ""AP AP12-08.rdu, Interface 802.11a/b/g/n/ac"", ""source"": ""LradIf!78:72:5d:4a:8d:c0!0"", ""severity"": ""CRITICAL"", ""condition"": {""value"": ""SI_SECURITY_TRAPS"", ""ordinal"": -1}, ""alarmFoundAt"": 1547647750257, ""alarmId"": 2921412164, ""nttyaddrss7_address"": "" 10. 11.132.  1"", ""@id"": 2921412164, ""message"": ""Security-risk Interferer 'WiFi Inverted' is detected by 'AP12-08.rdu'.Interferer severity is '0'."", ""acknowledgementStatus"": false, ""timeStamp"": 1547647750257, ""wirelessSpecificAlarmId"": ""10.11.132.1_0_ab:"", ""lastUpdatedAt"": 1547647778050, ""@displayName"": ""2921412164""}","2019-01-17T05:47:16.000+0500",mipagent.localdomain,"rest://PRIME_CriticalAlarmsDivided
LradIf!78:72:5d:4a:8d:c0!0",PRIME_Alarms,raw_global
"{""category"": {""value"": ""Security"", ""ordinal"": 8}, ""deviceName"": ""AP AP04-15.rdu, Interface 802.11a/n/ac"", ""source"": ""LradIf!78:0c:f0:61:58:c0!1"", ""severity"": ""CRITICAL"", ""condition"": {""value"": ""SI_SECURITY_TRAPS"", ""ordinal"": -1}, ""alarmFoundAt"": 1547647485600, ""alarmId"": 2921411952, ""nttyaddrss7_address"": "" 10. 11.132.  1"", ""@id"": 2921411952, ""message"": ""Security-risk Interferer 'WiFi Invalid Channel' is detected by 'AP04-15.rdu'.Interferer severity is '2'."", ""acknowledgementStatus"": false, ""timeStamp"": 1547647485600, ""wirelessSpecificAlarmId"": ""10.11.132.1_2_ab:"", ""lastUpdatedAt"": 1547647485600, ""@displayName"": ""2921411952""}","2019-01-17T05:47:16.000+0500",mipagent.localdomain,"rest://PRIME_CriticalAlarmsDivided
LradIf!78:0c:f0:61:58:c0!1",PRIME_Alarms,raw_global
"{""category"": {""value"": ""Security"", ""ordinal"": 8}, ""deviceName"": ""AP AP13-17.rdu, Interface 802.11a/n/ac"", ""source"": ""LradIf!78:0c:f0:61:74:80!1"", ""severity"": ""CRITICAL"", ""condition"": {""value"": ""SI_SECURITY_TRAPS"", ""ordinal"": -1}, ""alarmFoundAt"": 1547647422712, ""alarmId"": 2921411898, ""nttyaddrss7_address"": "" 10. 11.132.  1"", ""@id"": 2921411898, ""message"": ""Security-risk Interferer 'WiFi Invalid Channel' is detected by 'AP13-17.rdu'.Interferer severity is '2'."", ""acknowledgementStatus"": false, ""timeStamp"": 1547647422712, ""wirelessSpecificAlarmId"": ""10.11.132.1_2_ab:"", ""lastUpdatedAt"": 1547647610058, ""@displayName"": ""2921411898""}","2019-01-17T05:47:16.000+0500",mipagent.localdomain,"rest://PRIME_CriticalAlarmsDivided
LradIf!78:0c:f0:61:74:80!1",PRIME_Alarms,raw_global
"{""category"": {""value"": ""Security"", ""ordinal"": 8}, ""deviceName"": ""AP AP07-16.rdu, Interface 802.11a/n/ac"", ""source"": ""LradIf!78:0c:f0:2d:d0:60!1"", ""severity"": ""CRITICAL"", ""condition"": {""value"": ""SI_SECURITY_TRAPS"", ""ordinal"": -1}, ""alarmFoundAt"": 1547647223744, ""alarmId"": 2921411741, ""nttyaddrss7_address"": "" 10. 11.132.  1"", ""@id"": 2921411741, ""message"": ""Security-risk Interferer 'WiFi Invalid Channel' is detected by 'AP07-16.rdu'.Interferer severity is '2'."", ""acknowledgementStatus"": false, ""timeStamp"": 1547647223744, ""wirelessSpecificAlarmId"": ""10.11.132.1_2_ab:"", ""lastUpdatedAt"": 1547647223744, ""@displayName"": ""2921411741""}","2019-01-17T05:47:16.000+0500",mipagent.localdomain,"rest://PRIME_CriticalAlarmsDivided
LradIf!78:0c:f0:2d:d0:60!1",PRIME_Alarms,raw_global
"{""category"": {""value"": ""Security"", ""ordinal"": 8}, ""deviceName"": ""AP AP16-16.rdu, Interface 802.11a/n/ac"", ""source"": ""LradIf!78:72:5d:4f:cf:20!1"", ""severity"": ""CRITICAL"", ""condition"": {""value"": ""SI_SECURITY_TRAPS"", ""ordinal"": -1}, ""alarmFoundAt"": 1547646224651, ""alarmId"": 2921377800, ""nttyaddrss7_address"": "" 10. 11.132.  1"", ""@id"": 2921377800, ""message"": ""Security-risk Interferer 'WiFi Invalid Channel' is detected by 'AP16-16.rdu'.Interferer severity is '2'."", ""acknowledgementStatus"": false, ""timeStamp"": 1547646224651, ""wirelessSpecificAlarmId"": ""10.11.132.1_2_ab:"", ""lastUpdatedAt"": 1547665600834, ""@displayName"": ""2921377800""}","2019-01-17T05:47:16.000+0500",mipagent.localdomain,"rest://PRIME_CriticalAlarmsDivided
LradIf!78:72:5d:4f:cf:20!1",PRIME_Alarms,raw_global
"{""category"": {""value"": ""Security"", ""ordinal"": 8}, ""deviceName"": ""AP AP09-17.rdu, Interface 802.11a/b/g/n/ac"", ""source"": ""LradIf!78:72:5d:b9:53:60!0"", ""severity"": ""CRITICAL"", ""condition"": {""value"": ""SI_SECURITY_TRAPS"", ""ordinal"": -1}, ""alarmFoundAt"": 1547645506780, ""alarmId"": 2921341146, ""nttyaddrss7_address"": "" 10. 11.132.  1"", ""@id"": 2921341146, ""message"": ""Security-risk Interferer 'WiFi Invalid Channel' is detected by 'AP09-17.rdu'.Interferer severity is '2'."", ""acknowledgementStatus"": false, ""timeStamp"": 1547645506780, ""wirelessSpecificAlarmId"": ""10.11.132.1_0_ab:"", ""lastUpdatedAt"": 1547649038605, ""@displayName"": ""2921341146""}","2019-01-17T05:47:16.000+0500",mipagent.localdomain,"rest://PRIME_CriticalAlarmsDivided
LradIf!78:72:5d:b9:53:60!0",PRIME_Alarms,raw_global
"{""category"": {""value"": ""Security"", ""ordinal"": 8}, ""deviceName"": ""AP AP02-13.rdu, Interface 802.11a/b/g/n/ac"", ""source"": ""LradIf!78:0c:f0:68:d2:00!0"", ""severity"": ""CRITICAL"", ""condition"": {""value"": ""SI_SECURITY_TRAPS"", ""ordinal"": -1}, ""alarmFoundAt"": 1547644828408, ""alarmId"": 2921340542, ""nttyaddrss7_address"": "" 10. 11.132.  1"", ""@id"": 2921340542, ""message"": ""Security-risk Interferer 'WiFi Invalid Channel' is detected by 'AP02-13.rdu'.Interferer severity is '0'."", ""acknowledgementStatus"": false, ""timeStamp"": 1547644828408, ""wirelessSpecificAlarmId"": ""10.11.132.1_0_ab:"", ""lastUpdatedAt"": 1547644828408, ""@displayName"": ""2921340542""}","2019-01-17T05:47:16.000+0500",mipagent.localdomain,"rest://PRIME_CriticalAlarmsDivided
LradIf!78:0c:f0:68:d2:00!0",PRIME_Alarms,raw_global
"{""category"": {""value"": ""Security"", ""ordinal"": 8}, ""deviceName"": ""AP AP06-12.rdu, Interface 802.11a/b/g/n/ac"", ""source"": ""LradIf!bc:26:c7:10:3d:c0!0"", ""severity"": ""CRITICAL"", ""condition"": {""value"": ""SI_SECURITY_TRAPS"", ""ordinal"": -1}, ""alarmFoundAt"": 1547644806400, ""alarmId"": 2921340517, ""nttyaddrss7_address"": "" 10. 11.132.  1"", ""@id"": 2921340517, ""message"": ""Security-risk Interferer 'WiFi Inverted' is detected by 'AP06-12.rdu'.Interferer severity is '0'."", ""acknowledgementStatus"": false, ""timeStamp"": 1547644806400, ""wirelessSpecificAlarmId"": ""10.11.132.1_0_ab:"", ""lastUpdatedAt"": 1547645077232, ""@displayName"": ""2921340517""}","2019-01-17T05:47:16.000+0500",mipagent.localdomain,"rest://PRIME_CriticalAlarmsDivided
LradIf!bc:26:c7:10:3d:c0!0",PRIME_Alarms,raw_global
"{""category"": {""value"": ""Security"", ""ordinal"": 8}, ""deviceName"": ""AP AP14-09.rdu, Interface 802.11a/n/ac"", ""source"": ""LradIf!78:72:5d:45:9c:c0!1"", ""severity"": ""CRITICAL"", ""condition"": {""value"": ""SI_SECURITY_TRAPS"", ""ordinal"": -1}, ""alarmFoundAt"": 1547642944276, ""alarmId"": 2921269700, ""nttyaddrss7_address"": "" 10. 11.132.  1"", ""@id"": 2921269700, ""message"": ""Security-risk Interferer 'WiFi Invalid Channel' is detected by 'AP14-09.rdu'.Interferer severity is '2'."", ""acknowledgementStatus"": false, ""timeStamp"": 1547642944276, ""wirelessSpecificAlarmId"": ""10.11.132.1_2_ab:"", ""lastUpdatedAt"": 1547644399568, ""@displayName"": ""2921269700""}","2019-01-17T05:47:16.000+0500",mipagent.localdomain,"rest://PRIME_CriticalAlarmsDivided
LradIf!78:72:5d:45:9c:c0!1",PRIME_Alarms,raw_global
"{""category"": {""value"": ""AP"", ""ordinal"": 1}, ""deviceName"": ""1c:e6:c7:0d:7c:50:AP02-17.rdu"", ""source"": ""UnifiedAp!1c:e6:c7:0d:7c:50"", ""severity"": ""CRITICAL"", ""condition"": {""value"": ""AP_DISASSOCIATED"", ""ordinal"": -1}, ""alarmFoundAt"": 1547617696256, ""alarmId"": 2920483408, ""nttyaddrss7_address"": ""NULL_VALUE"", ""@id"": 2920483408, ""message"": ""AP 'AP02-17.rdu' disassociated."", ""acknowledgementStatus"": false, ""timeStamp"": 1547617696256, ""wirelessSpecificAlarmId"": ""1c:e6:c7:0d:7c:50"", ""lastUpdatedAt"": 1547617696256, ""@displayName"": ""2920483408""}","2019-01-17T05:47:16.000+0500",mipagent.localdomain,"rest://PRIME_CriticalAlarmsDivided
UnifiedAp!1c:e6:c7:0d:7c:50",PRIME_Alarms,raw_global
"{""category"": {""value"": ""Security"", ""ordinal"": 8}, ""deviceName"": ""AP AP01-11.rdu, Interface 802.11a/b/g/n/ac"", ""source"": ""LradIf!78:0c:f0:68:c4:60!0"", ""severity"": ""CRITICAL"", ""condition"": {""value"": ""SI_SECURITY_TRAPS"", ""ordinal"": -1}, ""alarmFoundAt"": 1547611237858, ""alarmId"": 2920301223, ""nttyaddrss7_address"": "" 10. 11.132.  1"", ""@id"": 2920301223, ""message"": ""Security-risk Interferer 'WiFi Invalid Channel' is detected by 'AP01-11.rdu'.Interferer severity is '0'."", ""acknowledgementStatus"": false, ""timeStamp"": 1547611237858, ""wirelessSpecificAlarmId"": ""10.11.132.1_0_ab:"", ""lastUpdatedAt"": 1547611237858, ""@displayName"": ""2920301223""}","2019-01-17T05:47:16.000+0500",mipagent.localdomain,"rest://PRIME_CriticalAlarmsDivided
LradIf!78:0c:f0:68:c4:60!0",PRIME_Alarms,raw_global
"{""category"": {""value"": ""Security"", ""ordinal"": 8}, ""deviceName"": ""AP AP04-10.rdu, Interface 802.11a/b/g/n/ac"", ""source"": ""LradIf!78:0c:f0:61:4d:a0!0"", ""severity"": ""CRITICAL"", ""condition"": {""value"": ""SI_SECURITY_TRAPS"", ""ordinal"": -1}, ""alarmFoundAt"": 1547608443751, ""alarmId"": 2920194237, ""nttyaddrss7_address"": "" 10. 11.132.  1"", ""@id"": 2920194237, ""message"": ""Security-risk Interferer 'WiFi Invalid Channel' is detected by 'AP04-10.rdu'.Interferer severity is '8'."", ""acknowledgementStatus"": false, ""timeStamp"": 1547608443751, ""wirelessSpecificAlarmId"": ""10.11.132.1_0_ab:"", ""lastUpdatedAt"": 1547721835416, ""@displayName"": ""2920194237""}","2019-01-17T05:47:16.000+0500",mipagent.localdomain,"rest://PRIME_CriticalAlarmsDivided
LradIf!78:0c:f0:61:4d:a0!0",PRIME_Alarms,raw_global
"{""category"": {""value"": ""Security"", ""ordinal"": 8}, ""deviceName"": ""AP AP03-09.rdu, Interface 802.11a/b/g/n/ac"", ""source"": ""LradIf!78:72:5d:0d:ff:c0!0"", ""severity"": ""CRITICAL"", ""condition"": {""value"": ""SI_SECURITY_TRAPS"", ""ordinal"": -1}, ""alarmFoundAt"": 1547603587006, ""alarmId"": 2920046067, ""nttyaddrss7_address"": "" 10. 11.132.  1"", ""@id"": 2920046067, ""message"": ""Security-risk Interferer 'WiFi Invalid Channel' is detected by 'AP03-09.rdu'.Interferer severity is '0'."", ""acknowledgementStatus"": false, ""timeStamp"": 1547603587006, ""wirelessSpecificAlarmId"": ""10.11.132.1_0_ab:"", ""lastUpdatedAt"": 1547603587006, ""@displayName"": ""2920046067""}","2019-01-17T05:47:16.000+0500",mipagent.localdomain,"rest://PRIME_CriticalAlarmsDivided
LradIf!78:72:5d:0d:ff:c0!0",PRIME_Alarms,raw_global
"{""category"": {""value"": ""Security"", ""ordinal"": 8}, ""deviceName"": ""AP AP12-17.rdu, Interface 802.11a/b/g/n/ac"", ""source"": ""LradIf!78:0c:f0:61:6d:20!0"", ""severity"": ""CRITICAL"", ""condition"": {""value"": ""SI_SECURITY_TRAPS"", ""ordinal"": -1}, ""alarmFoundAt"": 1547603486392, ""alarmId"": 2920045957, ""nttyaddrss7_address"": "" 10. 11.132.  1"", ""@id"": 2920045957, ""message"": ""Security-risk Interferer 'WiFi Invalid Channel' is detected by 'AP12-17.rdu'.Interferer severity is '0'."", ""acknowledgementStatus"": false, ""timeStamp"": 1547603486392, ""wirelessSpecificAlarmId"": ""10.11.132.1_0_ab:"", ""lastUpdatedAt"": 1547603486392, ""@displayName"": ""2920045957""}","2019-01-17T05:47:16.000+0500",mipagent.localdomain,"rest://PRIME_CriticalAlarmsDivided
LradIf!78:0c:f0:61:6d:20!0",PRIME_Alarms,raw_global
"{""category"": {""value"": ""Security"", ""ordinal"": 8}, ""deviceName"": ""AP AP15-14.rdu, Interface 802.11a/b/g/n/ac"", ""source"": ""LradIf!78:72:5d:28:0a:a0!0"", ""severity"": ""CRITICAL"", ""condition"": {""value"": ""SI_SECURITY_TRAPS"", ""ordinal"": -1}, ""alarmFoundAt"": 1547597915676, ""alarmId"": 2919852074, ""nttyaddrss7_address"": "" 10. 11.132.  1"", ""@id"": 2919852074, ""message"": ""Security-risk Interferer 'WiFi Invalid Channel' is detected by 'AP15-14.rdu'.Interferer severity is '0'."", ""acknowledgementStatus"": false, ""timeStamp"": 1547597915676, ""wirelessSpecificAlarmId"": ""10.11.132.1_0_ab:"", ""lastUpdatedAt"": 1547598099744, ""@displayName"": ""2919852074""}","2019-01-17T05:47:16.000+0500",mipagent.localdomain,"rest://PRIME_CriticalAlarmsDivided
LradIf!78:72:5d:28:0a:a0!0",PRIME_Alarms,raw_global
"{""category"": {""value"": ""Security"", ""ordinal"": 8}, ""deviceName"": ""50:0f:80:fe:5c:a0:ap09-fl11.sin"", ""source"": ""UnifiedAp!50:0f:80:fe:5c:a0"", ""severity"": ""CRITICAL"", ""condition"": {""value"": ""AP_MAX_ROGUE_COUNT_EXCEEDED"", ""ordinal"": -1}, ""alarmFoundAt"": 1547593716935, ""alarmId"": 2918782562, ""nttyaddrss7_address"": "" 10. 67.  0.240"", ""@id"": 2918782562, ""message"": ""Rogue AP count on AP 'ap09-fl11.sin' associated with Controller '10.67.0.240' has exceeded the security warning threshold of '50'. Fake AP or other attack may be in progress. "", ""acknowledgementStatus"": false, ""timeStamp"": 1547593716935, ""wirelessSpecificAlarmId"": ""50:0f:80:fe:5c:a0"", ""lastUpdatedAt"": 1547714523799, ""@displayName"": ""2918782562""}","2019-01-17T05:47:16.000+0500",mipagent.localdomain,"rest://PRIME_CriticalAlarmsDivided
UnifiedAp!50:0f:80:fe:5c:a0",PRIME_Alarms,raw_global
"{""category"": {""value"": ""Security"", ""ordinal"": 8}, ""deviceName"": ""WLAN Controller wlc01.raw2/10.97.120.240"", ""source"": ""10.97.120.240"", ""severity"": ""CRITICAL"", ""condition"": {""value"": ""SIGNATURE_ATTACK"", ""ordinal"": -1}, ""alarmFoundAt"": 1547591939024, ""alarmId"": 2918711513, ""nttyaddrss7_address"": "" 10. 97.120.240"", ""@id"": 2918711513, ""message"": ""IDS 'NULL probe resp 1' Signature attack detected on AP 'AP03.eze' protocol '802.11b/g' on Controller '10.97.120.240'. The Signature description is 'NULL Probe Response - Zero length SSID element', with precedence '2'. The attacker's mac address is '32:8d:db:c5:5f:6d', channel number is '1', and the number of detections is '1'."", ""acknowledgementStatus"": false, ""timeStamp"": 1547591939024, ""wirelessSpecificAlarmId"": ""SignatureStandard"", ""lastUpdatedAt"": 1547721240611, ""@displayName"": ""2918711513""}","2019-01-17T05:47:16.000+0500",mipagent.localdomain,"rest://PRIME_CriticalAlarmsDivided
10.97.120.240",PRIME_Alarms,raw_global
"{""category"": {""value"": ""Security"", ""ordinal"": 8}, ""deviceName"": ""84:3d:c6:24:4f:60:AP06.raw"", ""source"": ""UnifiedAp!84:3d:c6:24:4f:60"", ""severity"": ""CRITICAL"", ""condition"": {""value"": ""AP_MAX_ROGUE_COUNT_EXCEEDED"", ""ordinal"": -1}, ""alarmFoundAt"": 1547589738092, ""alarmId"": 2918626074, ""nttyaddrss7_address"": "" 10. 97.120.240"", ""@id"": 2918626074, ""message"": ""Rogue AP count on AP 'AP06.raw' associated with Controller '10.97.120.240' has exceeded the security warning threshold of '50'. Fake AP or other attack may be in progress. "", ""acknowledgementStatus"": false, ""timeStamp"": 1547589738092, ""wirelessSpecificAlarmId"": ""84:3d:c6:24:4f:60"", ""lastUpdatedAt"": 1547676791355, ""@displayName"": ""2918626074""}","2019-01-17T05:47:16.000+0500",mipagent.localdomain,"rest://PRIME_CriticalAlarmsDivided
UnifiedAp!84:3d:c6:24:4f:60",PRIME_Alarms,raw_global
